TYPE,SUBJECT,START_DT,END_DT,OWNER_ID,REG_DT,COMP_DT,STATUS,PLANT,CAR_MAKER,PROJECT,M_CODE,Process,POINT_OUT,ROOT_CAUSE_ANALYSIS,COUNTER_MEASURE,URL
System,2024-VW-01,2024-09-18,2024-09-18,71200037,2024-09-18,2024-11-10,Complete,MP,VW,-,-,Logistics,Possibility of safety stock?,Possibility of safety stock?,1. VW Zwickau completely RDC delviery   2. SKODA partially RDC delivery   3. Emden RDC partially delivery to be consider,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=225FD4737D6A8141E0633C071FCAE78D
System,2024-VW-01,2024-09-18,2024-09-18,71200037,2024-09-18,2024-11-10,Complete,MP,VW,-,-,Logistics,Daily tracking of shipping status of upcoming deliveries according to the LAB,Daily tracking of shipping status of upcoming deliveries according to the LAB,"- Short Term Action : Teams Chating room  - Long Term Action : GLP System (Jan, 2025)      *Truck Tracking system",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=225FD4737D6A8141E0633C071FCAE78D
System,2024-VW-01,2024-09-18,2024-09-18,71200037,2024-09-18,2024-11-10,Complete,MP,VW,-,-,Logistics,Inconsistent delivery times,which are not in accordance with our agreed schedules.,"Heavy correlation with the overall planning phase at MP - request over the capa - short term action: communication flow set up with carriers - determination of the priority transports - long term action: constantly working on elimination this bottleneck (new hiring - new positions, etc)",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=225FD4737D6A8141E0633C071FCAE78D
System,2024-VW-01,2024-09-18,2024-09-18,71200037,2024-09-18,2024-11-10,Complete,MP,VW,-,-,Logistics,Ongoing communication and transparency issues from the logistics team,making it difficult for us to plan and manage our production effectively.,Weekly update by e-mail  with overview about the demand coverage from Hankook,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=225FD4737D6A8141E0633C071FCAE78D
System,2024-VW-01,2024-09-18,2024-09-18,71200037,2024-09-18,2024-11-10,Complete,MP,VW,-,-,Logistics,Logistics on the Hankook's side is unable to provide online tracking information for the movement of LKW,nor can they send ASN (Advanced Shipping Notice) to the customer.,1. tracking : GLP system 2. ASN : NO connect with Mounting but we can connect with DFC (Mounting - HK willing to connect it),https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=225FD4737D6A8141E0633C071FCAE78D
System,2024-VW-01,2024-09-18,2024-09-18,71200037,2024-09-18,2024-11-10,Complete,MP,VW,-,-,Logistics,"Incomplete deliveries, where the actual number of parts loaded into the LKW does not match the call-off quantity",This discrepancy is only discovered during the physical unloading at wheel assembly provider.,New role in the organisation - chief operator - main task is supervise the loading quality and securing the continuous tire flow,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=225FD4737D6A8141E0633C071FCAE78D
System,2024-VW-01,2024-09-18,2024-09-18,71200037,2024-09-18,2024-11-10,Complete,MP,VW,-,-,Logistics,Improve the dispatch situation at Racalmas plant to departure the trucks in time,Improve the dispatch situation at Racalmas plant to departure the trucks in time,"Heavy correlation with the overall planning phase at MP - request over the capa - short term action: communication flow set up with carriers - determination of the priority transports - long term action: constantly working on elimination this bottleneck (new hiring - new positions, etc)",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=225FD4737D6A8141E0633C071FCAE78D
System,2024-VW-01,2024-09-18,2024-09-18,71200037,2024-09-18,2024-11-10,Complete,MP,VW,-,-,Logistics,"Creation of an overview of delivery for the whole week with details like ETD, RDD, RDT, loading status, etc","Creation of an overview of delivery for the whole week with details like ETD, RDD, RDT, loading status, etc",ASN : NO connect with Mounting but we can connect with DFC (Mounting - HK willing to connect it),https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=225FD4737D6A8141E0633C071FCAE78D
System,2024-VW-01,2024-09-18,2024-09-18,71200037,2024-09-18,2024-11-10,Complete,MP,VW,-,-,Logistics,Movement of empty trailers make shunters (an external company) to the warehouse’s ramps. Communication between Hankook and shunters takes place by only phone. They cannot track their performance. Chance for the shipping delays.,Movement of empty trailers make shunters (an external company) to the warehouse’s ramps. Communication between Hankook and shunters takes place by only phone. They cannot track their performance. Chance for the shipping delays.,"Closed test has been completed, live test ongoing with actual transports",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=225FD4737D6A8141E0633C071FCAE78D
Project,2024-Renault-Nissan-P1310-01,2024-09-23,2024-09-23,71200037,2024-09-17,2024-11-10,Complete,MP,Renault-Nissan,P1310,1030175,Inspection,To be implemented Start-up Checklist (on paper or electronically format) – to have record of all checking done (parameters…),Do not control parameter,Make a start up check sheet on the U/F,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=22500E62C61F0FC8E0633C071FCAEBC1
Project,2024-Renault-Nissan-P1310-01,2024-09-23,2024-09-23,71200037,2024-09-17,2024-11-10,Complete,MP,Renault-Nissan,P1310,1030175,Test,NOK samples from Dacia in progress to be taken for analysis to Hankook,To find out the root cause,Still wait for NOK from Dacia,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=22500E62C61F0FC8E0633C071FCAEBC1
Project,2024-Renault-Nissan-P1310-01,2024-09-23,2024-09-23,71200037,2024-09-17,2024-11-10,Complete,MP,Renault-Nissan,P1310,1030175,Test,Trial with deformed part will be done on serial production in Pitesti to confirm that if it effects balancing or not,Tire loading condition will be effected balancing,No effect,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=22500E62C61F0FC8E0633C071FCAEBC1
Project,2024-Renault-Nissan-P1310-01,2024-09-23,2024-09-23,71200037,2024-09-17,2024-11-10,Complete,MP,Renault-Nissan,P1310,1030175,Logistics,"The quantity and packaging style has been changed (from zigzag to parallel condition) , new shipment date (it seems 30.09) and BL number will be shared","The quantity and packaging style has been changed (from zigzag to parallel condition) , new shipment date (it seems 30.09) and BL number will be shared",No effect,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=22500E62C61F0FC8E0633C071FCAEBC1
Project,2024-Renault-Nissan-P1310-01,2024-09-23,2024-09-23,71200037,2024-09-17,2024-11-10,Complete,MP,Renault-Nissan,P1310,1030175,Test,OK tires from Bursa (unbalancing) will be sent to Hankook for analysis,OK tires from Bursa (unbalancing) will be sent to Hankook for analysis,OK tires from Bursa (unbalancing) will be sent to Hankook for analysis,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=22500E62C61F0FC8E0633C071FCAEBC1
Project,2024-Renault-Nissan-P1310-01,2024-09-23,2024-09-23,71200037,2024-09-17,2024-11-10,Complete,MP,Renault-Nissan,P1310,1030175,System,PFMEA to be updated and treated with this risk. - Jakab Viktor – after confirmation of the new loading in truck method. – in progress,PFMEA to be updated and treated with this risk. - Jakab Viktor – after confirmation of the new loading in truck method. – in progress,PFMEA to be updated and treated with this risk. - Jakab Viktor – after confirmation of the new loading in truck method. – in progress,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=22500E62C61F0FC8E0633C071FCAEBC1
Project,2024-Renault-Nissan-P1310-01,2024-09-23,2024-09-23,71200037,2024-09-17,2024-11-10,Complete,MP,Renault-Nissan,P1310,1030175,Inspection,Red dot application is done by Machine,U/F Machine does not cotrol the U/F marking condition,Alarm of Machine when is empty the Red Tape – but is due to the operator to take out the tire which is inside the machine (having the risk to skip the Red dot application if is moved to the next station),https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=22500E62C61F0FC8E0633C071FCAEBC1
System,2024-BYD-01,2024-09-11,2024-09-12,71200037,2024-09-13,2024-11-10,Complete,MP,BYD,-,-,Design,No,No,Just visitng,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=21FE842DDB4ED7F7E0633C071FCA2781
System,2024-Hyundai-01,2024-09-23,2024-09-25,71200037,2024-09-13,2024-11-10,Complete,MP,Hyundai,-,-,Mixing,Recycle rubber usage is %22 for Hyundai   &gt;not defined in drawing,No define the recoup consupmsion,Recoup Consumption Agreement   * Do not change Consumption discuss with R&amp;D and Quality   * BC3 Project tire which have been applied 22% consumption      and all test were verified and approved.       So Hankook have to control same consumption 22% of       recoup for mass production to be satisfied drawing ER.,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=21FEA99EAA3ED9FCE0633C071FCA6021
System,2024-Hyundai-01,2024-09-23,2024-09-25,71200037,2024-09-13,2024-11-10,Complete,MP,Hyundai,-,-,Mixing,Offline chemical station raw materials’ racks are at     mess condition,Not control the 5S,Immediate action: Arranged and placed materials to their designated zones.     Chemicals to A1203 Off-line podium and empty IBC’s to scrapyard.   Cleaned area. Paint locations for each chemical palette.,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=21FEA99EAA3ED9FCE0633C071FCA6021
System,2024-Hyundai-01,2024-09-23,2024-09-25,71200037,2024-09-13,2024-11-10,Complete,MP,Hyundai,-,-,Bead,Bead wire rubber extrusion error  &gt;rubber coating is insufficient. Naked wire length is &gt;10mm,After spec change the beginning of the production wire temperature was    lower than necessary.,Bead main operator must to check the wire topping status on every arms    of the winder cart.    Bead filler operator recheck the wire topping before start to use the new   naked bead cart at bead filler machine.    Building operator recheck the wire topping before start to use the new    filler cart at building machine.,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=21FEA99EAA3ED9FCE0633C071FCA6021
System,2024-Hyundai-01,2024-09-23,2024-09-25,71200037,2024-09-13,2024-11-10,Complete,MP,Hyundai,-,-,Inspection,X – Ray and ITT machine should be placed   each 1 and 2 Factory before new BC4 Project (SOP April 2026),Not prepare each palnt X-ray and ITT machine,1. Discuss the Quality investigation with H.Q    2. BC3 Project must check and control both X – Ray and ITT         * Will provide quarterly report with X –Ray and ITT.,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=21FEA99EAA3ED9FCE0633C071FCA6021
System,2024-Hyundai-01,2024-09-23,2024-09-25,71200037,2024-09-13,2024-11-10,Complete,MP,Hyundai,-,-,Inspection,"Even If Master tire value out of control,    U/F machine still ran    Daily Master tire check sheet value were out",Lack of awareness regarding the importance of daily accuracy test  Lack of understanding on how to perform tooling compensation,Machine Accuracy ng occurred process    1) Repeatable test by operator with master tire  NG    2) Call S/V Support for Tooling Compensation  NG    3) Request to FTT for Calibration and Accuracy Test  NG    4) Still not NG Stop M/C (Daily setting man &amp; Facility Master Solve),https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=21FEA99EAA3ED9FCE0633C071FCA6021
System,2024-Hyundai-01,2024-09-23,2024-09-25,71200037,2024-09-13,2024-11-10,Complete,MP,Hyundai,-,-,Inspection,"Static Balance NG tire was sent to OE stock Tire balance was:      1,248g-cm / spec: 1,130g-cm","QA Setting Engineer Human error     1. OE Drawing Static Spec : 1,130 g-cm     2. When QA Engineer in put the wrong spec as 11,330 g-cm into     system",Robust Process Establishment   1. Release the final drawing spec    2. Dev Engineer ↔ QA Engineer ↔ OE Quality Engineer CROSS        check    3. Plant system ↔ R&amp;D (Spec) system ↔ Quality system CROSS        check,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=21FEA99EAA3ED9FCE0633C071FCA6021
System,2024-Hyundai-01-DP TMI Audit,2024-10-15,2024-10-16,20800091,2024-09-11,2024-11-01,Complete,DP,Hyundai,-,-,Incoming,"원재료 창고 온,습도 관리 상태 미흡",감사 당일 비로 습도 90% 이상이나 기준 초과시에도 액션 미실시,온/습도 초과시 에어컨 작동,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=21CE9049788C8DAAE0633C071FCA0D44
System,2024-Hyundai-01-KP TMI Audit,2024-11-12,2024-11-13,20800091,2024-09-11,2024-11-21,Complete,KP,Hyundai,-,-,Cutting,재단 공정에 있어 자동 측정이 아닌 초/중/종물에 대해 작업자 수기 관리,자동측정기 無,25년도 오버랩 자동 측정 설비 도입,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=21CE9E2B7A208F9CE0633C071FCA06F3
Project,2024-BMW-G68-01,2024-09-09,2024-09-12,81705174,2024-09-06,2024-11-26,Complete,JP,BMW,G68,1027456,Calendaring,"Calendering drying 115℃(SET), 121℃(actual performance), equipment is abnormal.",Monitor error,Monitor Settings are back to normal,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=216A21BD7527C523E0633C071FCA83B4
Project,2024-BMW-G68-01,2024-09-09,2024-09-12,81705174,2024-09-06,2024-11-26,Complete,JP,BMW,G68,1027456,Bead,"BEAD Process, return rubber back on the shelf (on the pallet).",The operator did not place it according to the standard.,Operator education to return to the rubber storage rack for placement.,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=216A21BD7527C523E0633C071FCA83B4
Project,2024-BMW-G68-01,2024-09-09,2024-09-12,81705174,2024-09-06,2024-11-26,Complete,JP,BMW,G68,1027456,Inspection,"Uniformity test (MP Issue), one tire yellow pollution, non-conformity product management, tracking and handling process.",The paint of equipment guardrail was rubbed during handling.,Stainless steel wrap on the side of the machine guardrail.,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=216A21BD7527C523E0633C071FCA83B4
Project,2024-BMW-G68-01,2024-09-09,2024-09-12,81705174,2024-09-06,2024-11-26,Complete,JP,BMW,G68,1027456,Extrusion,"Tread cooling water PH:6.5~8.3, standard data review.",The tread cooling water PH standard is formulated according to HK internal standard.,The tread cooling water PH standard is formulated according to HK internal standard.,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=216A21BD7527C523E0633C071FCA83B4
Project,2024-BMW-G68-01,2024-09-09,2024-09-12,81705174,2024-09-06,2024-11-26,Complete,JP,BMW,G68,1027456,System,The plant is lack of emergency plan in case of production emergency transfer.,The plant is lack of emergency plan in case of production emergency transfer.,Guidelines for Emergency Response to Emergencies is formulated.,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=216A21BD7527C523E0633C071FCA83B4
Project,2024-BMW-G68-01,2024-09-09,2024-09-12,81705174,2024-09-06,2024-11-26,Complete,JP,BMW,G68,1027456,Mixing,Re-check The precision of the Mixing scale is 5kg and the tolerance is 10%,"The scale body is close to the periphery of the equipment, and the vibration generated when the equipment moves causes the precision deviation of the weight.","The equipment PM adjusts the scale, the base adjusts and fixes, and the accuracy is calibrated.",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=216A21BD7527C523E0633C071FCA83B4
Project,2024-BMW-G68-01,2024-09-09,2024-09-12,81705174,2024-09-06,2024-11-26,Complete,JP,BMW,G68,1027456,Mixing,"Compound conveyor belt, calibration maximum range increased.","1, The manufacturing Team point inspection is according to the technical requirements of the equipment 100kg weight point inspection; 2. The maximum range will be used for calibration only when the accuracy of point inspection is abnormal","1. Daily starting check shall be carried out according to the instructions 2, Increase the day shift maximum range weighing, ledger record management, once a week",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=216A21BD7527C523E0633C071FCA83B4
Project,2024-Renault-Nissan-P42QR-01,2024-09-06,2024-09-06,21000075,2024-09-06,2024-11-09,Complete,TP,Renault-Nissan,P42QR,1025264,Design,no issue findings,no issue findings,no issue findings,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=2161E725A702808CE0633C071FCAE0F8
Project,2024-BMW-J01-01,2024-09-19,2024-09-20,80021227,2024-09-06,2024-12-12,Complete,JP,BMW,J01,1028648,System,光束系统 上传，审核确认完文件,光束系统上传审核确认完文件,光束系统上传审核确认完的文件,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=216AED25DCD5CB5CE0633C071FCA9607
System,2024-Others-01-IP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,21100293,2024-09-03,2024-10-05,Complete,IP,Others,-,-,Incoming,there is raw material storage (Waiting/Temporary storage) at the outside G1 warehouse and didn't manage the climate control.,"storage full when receiving the material, so we use temporary storage",move the material according to dedicate storage,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C56982F0D0839E0633C071FCAE9FB
System,2024-Others-01-IP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,21100293,2024-09-03,2024-10-05,Complete,IP,Others,-,-,Mixing,"We are using knot on EVA bag chemicals. We only tie manually. L1004 autoshield ""OK"" L1001 autoshield ""NG"" (tie manually by operator)",auto shield machine is broken,request to FTT to repair auto shield machine,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C56982F0D0839E0633C071FCAE9FB
System,2024-Others-01-IP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,21100293,2024-09-03,2024-10-05,Complete,IP,Others,-,-,Mixing,"weighting machine calibrate every 6 months and have daily verification. But, can not found daily check verification on-site",daily verification check sheet not update,update daily verification check sheet,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C56982F0D0839E0633C071FCAE9FB
System,2024-Others-01-IP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,21100293,2024-09-03,2024-10-05,Complete,IP,Others,-,-,Mixing,There is no procedure for MCT monitoring,internal procedure not yet establish,create internal procedure for MCT monitoring,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C56982F0D0839E0633C071FCAE9FB
System,2024-Others-01-JP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80031455,2024-09-03,2024-10-17,Complete,JP,Others,-,-,Bead,"Bead steel wire dew copper standard is maintained, but checked onsite and found dew copper exceeded the standard",-,Improvement of pain wire condition,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C56982F050839E0633C071FCAE9FB
System,2024-Others-01-JP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80031455,2024-09-03,2024-10-17,Complete,JP,Others,-,-,Building,On-site inspection found a lack of JLB tension device,-,N/A,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C56982F050839E0633C071FCAE9FB
System,2024-Others-01-IP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,21100293,2024-09-03,2024-10-05,Complete,IP,Others,-,-,Extrusion,We don`t have Online Profile mesuring device. Profile mesuring in off line,Profile measuring device by offline,"We operate profile measuring device by offline and have the records. Conditionally, we will apply in next investment",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C56982F0D0839E0633C071FCAE9FB
System,2024-Others-01-IP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,21100293,2024-09-03,2024-10-05,Complete,IP,Others,-,-,Extrusion,We don't have metal detection in our extruding machine,We don't have metal detection in our extruding machine,"Conditionally, we will apply it in the next investment if needed.",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C56982F0D0839E0633C071FCAE9FB
System,2024-Others-01-IP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,21100293,2024-09-03,2024-10-05,Complete,IP,Others,-,-,Extrusion,We don't manage static electricity,"Conductivity static only apply at M/C #3, but currently is broken",request to FTT to repair the devices,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C56982F0D0839E0633C071FCAE9FB
System,2024-Others-01-IP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,21100293,2024-09-03,2024-10-05,Complete,IP,Others,-,-,Extrusion,There is identification panel for storing semi product for each machine not proper (5S/),operator not aware to store the cart according to panel identification,educate to operator to get awareness when storing the cart,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C56982F0D0839E0633C071FCAE9FB
System,2024-Others-01-IP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,21100293,2024-09-03,2024-10-05,Complete,IP,Others,-,-,Extrusion,auto weight and width system sometimes have error,auto weight and width system sometimes have error,request to FTT to repair the devices,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C56982F0D0839E0633C071FCAE9FB
System,2024-Others-01-IP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,21100293,2024-09-03,2024-10-05,Complete,IP,Others,-,-,Extrusion,Tread length has record and interface to GMES (Some times have an error),tread length sometimes have error,request to FTT to repair the devices,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C56982F0D0839E0633C071FCAE9FB
System,2024-Others-01-JP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80031455,2024-09-03,2024-10-17,Complete,JP,Others,-,-,Building,"The zero point of the G/T scale is not returned to zero,  and the display value is 19, which affects the accuracy of the measurement data.",-,Temporary measures: 3# key to zero,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C56982F050839E0633C071FCAE9FB
System,2024-Others-01-IP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,21100293,2024-09-03,2024-10-05,Complete,IP,Others,-,-,Extrusion,We have remain rubber storage. Currently didn't managing well for semi product storage (5S).,operator not aware to store the remain rubber,educate to operator to get awareness when storing remain rubber,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C56982F0D0839E0633C071FCAE9FB
System,2024-Others-01-JP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80031455,2024-09-03,2024-10-17,Complete,JP,Others,-,-,Curing,3311Peak pressure has one side exceeding the standard,-,mold clamping speed adjustment,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C56982F050839E0633C071FCAE9FB
System,2024-Others-01-JP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80031455,2024-09-03,2024-10-17,Complete,JP,Others,-,-,Inspection,Check the status of the inspection machine and find that the U301/U304 RRO functional failure,-,"Invitation to set T repair-U301V fault repair Normal inspection medium-U304U LROB spare parts purchase in progress,",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C56982F050839E0633C071FCAE9FB
System,2024-Others-01-JP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80031455,2024-09-03,2024-10-17,Complete,JP,Others,-,-,Logistics,"OE factory PDA scan to confirm compliance with the required specifications and grades (A/B)  However, when OEM tires need to be diversified by CON data, the PDA cannot be identified, and there is a risk of error.",-,Software features developed on the PDA that can be scanned and distinguished at the time of shipment rank,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C56982F050839E0633C071FCAE9FB
System,2024-Others-01-HP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80031455,2024-09-03,2024-10-18,Complete,HP,Others,-,-,Building,"On-site confirmation, there are semi-finished product storage areas with water leakage site, FM risk exist",-,Semi finished materials should be stored away from water leakage points,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C56982F090839E0633C071FCAE9FB
System,2024-Others-01-HP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80031455,2024-09-03,2024-10-18,Complete,HP,Others,-,-,Building,GT joint position setting and management determined by the UF improvement of the technical T.  Problem: lack of WI on-site,-,Guidebook preparation in progress,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C56982F090839E0633C071FCAE9FB
System,2024-Others-01-HP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80031455,2024-09-03,2024-10-18,Complete,HP,Others,-,-,Curing,"When the vulcanizing coating agent is applied, foreign substances are found on the surface of the isolation pad. It is recommended that it be cleaned and managed before use to prevent FM from occurring.",-,Improving in progress,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C56982F090839E0633C071FCAE9FB
System,2024-Others-01-HP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80031455,2024-09-03,2024-10-18,Complete,HP,Others,-,-,Inspection,"TBR: UF&amp;DB can trace barcodes PCR: UF can achieve bar code traceability, DB can not achieve bar code traceability",-,2024 Investment Plan Promotion,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C56982F090839E0633C071FCAE9FB
System,2024-Others-01-HP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80031455,2024-09-03,2024-10-18,Complete,HP,Others,-,-,Inspection,"Check the UF inspection equipment, there are 5 equipment LRO inspection function failure",-,2025 Investment Plan Promotion,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C56982F090839E0633C071FCAE9FB
