DOC_NO,PLANT,PURPOSE,SUBJECT,STATUS,PROGRESS,REQUESTER,REG_DATE,COMP_DATE,URL,CHANGE_ITEM,CHANGE_CONTENT,MTL
MANA-DOC-2024-00065,KP,Prevent nonconformity,[Ford F-150] Returning Curing Code to previous due to RR External Issue,Complete,Complete,21600374,2024-05-07,2024-05-07,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00065,Curing,Changing curing code from CE01(168'C) to CA04(163'C),1
MANA-DOC-2024-00063,IP,Prevent nonconformity,Approval Drawing & ECI MS Sirim Change 175/60R15H H308 (Perodua),Complete,Complete,60002485,2024-05-05,2025-01-14,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00063,etc,Approval Drawing & ECI MS Sirim Change 175/60R15H H308 (Perodua),1
MANA-DOC-2024-00062,CP,Cost Optimization,福特 235/50R19W K127 1027046硫化时间最适化 ，生产性向上15EA/day↑,Complete,Complete,81703346,2024-05-03,2024-05-23,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00062,Curing,null,1
MANA-DOC-2024-00061,CP,Cost Optimization,福特硫化时间最适化 生产性向上82EA/day↑,Complete,Complete,81703346,2024-05-03,2024-05-23,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00061,Curing,null,1
MANA-DOC-2024-00059,MP,Cost Optimization,MP Z31→P31 컴파운드 변경 승인 요청의 건,Complete,Complete,21600950,2024-05-02,2024-11-20,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00059,Compound,Taycan PA 규격의 Cap Tread 컴파운드를 CQZ31에서 CQP31로 변경  [57044371-C0-HQ24-00017],2
MANA-DOC-2024-00059,MP,Cost Optimization,MP Z31→P31 컴파운드 변경 승인 요청의 건,Complete,Complete,21600950,2024-05-02,2024-11-20,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00059,Compound,MP CQZ31 시방은 Obsolete하여 컴파운드 간소화  [57044371-C0-HQ24-00017],2
MANA-DOC-2024-00058,KP,Cost Optimization,185/75R14H K715 G (1009732) RR 하한 NG 에 따른 가류 승온 검토,Complete,Complete,20700204,2024-04-30,2024-07-11,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00058,Curing,68AH 660 → 78AH 630,1
MANA-DOC-2024-00056,JP,Cost Optimization,"JP）Toyota 115D 1031058 63KF→68KF 低温→高温 硫化生产性向上(生产性效果9,900本/年)",Complete,Complete,81703216,2024-04-25,2024-05-07,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00056,Curing,硫化方式低温→高温:63KF→68KF,1
MANA-DOC-2024-00057,KP,Cost Optimization,295/35R23W W330 A (AUDI RSQ8) Bladder 수명저하에 따른 Bladder 변경 검토,Reject(Final Approval),Complete,20700204,2024-04-25,2024-11-08,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00057,Curing,"BL03BP 적용시 수명저하(평균수명 50회)에 따른 Bladder 변경 검토 필요, BL03BP (PERI 459, OD 632)→ BL02BP (PERI 505, OD 666)",1
MANA-DOC-2024-00055,KP,Cost Optimization,195/45R16H XL K125 H (1025277) RR 성능 하한 NG 발생에 따른 승온 TEST,Complete,Complete,20700204,2024-04-24,2024-08-30,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00055,Curing,63DH 930 → 68KF 744 (NG 발생) → 68AH 664로 추가 변경 TEST,1
MANA-DOC-2024-00053,JP,Cost Optimization,"JP）VW Bora 63DH→68KF 硫化生产性向上 硫化方式变更(生产性效果 7,400本/年)",Complete,Complete,81703216,2024-04-16,2024-04-25,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00053,Curing,硫化Code 低温→高温:63DH→68KF,1
MANA-DOC-2024-00052,MP,Prevent nonconformity,BMW X1 BSH air ncf prevention,Complete,Complete,70810877,2024-04-15,2025-01-06,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00052,Profile,Total width -4mm and Shoulder width +2mm,1
MANA-DOC-2024-00051,TP,Prevent nonconformity,TP) Ford Edge (1024623 - 245/55R19V H452 LBAF) S22 → S24,Complete,Complete,41600050,2024-04-12,2025-01-17,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00051,Profile,Compound change from S22 to S24 (no change in gauge),1
MANA-DOC-2024-00050,MP,Prevent nonconformity,AUS prevent ,Reject(Final Approval),Complete,70810877,2024-04-11,2024-07-31,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00050,C/C,SFT  set pos -8mm,2
MANA-DOC-2024-00050,MP,Prevent nonconformity,AUS prevent ,Reject(Final Approval),Complete,70810877,2024-04-11,2024-07-31,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00050,Profile,Sidewall gauge up at 4 position (+0.1 ~ +0.5 mm),2
MANA-DOC-2024-00050,MP,Prevent nonconformity,AUS prevent ,Reject(Final Approval),Complete,70810877,2024-04-11,2024-07-31,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00050,C/C,#1 C/C total width -10mm,2
MANA-DOC-2024-00049,MP,Cost Optimization,MP) OE Cure code change request for improve productivity,Complete,Complete,71601531,2024-04-10,2024-04-29,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00049,Curing,Request to change cure code,1
MANA-DOC-2024-00044,KP,Prevent nonconformity,275/35R21W XL IH01AT(KT1033703) 양산 전 부적합 개선 검토 요청,Reject(Final Approval),Complete,21500066,2024-04-02,2024-08-29,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00044,Curing,"LI, LBT : 쉐핑압 다운 개선 목적 BJ16BU → BJ01BP 변경 검토 요청(필요시 사전 평가 진행해보겠습니다)",1
MANA-DOC-2024-00047,CP,Cost Optimization,福特规格硫化适正,Complete,Complete,81101843,2024-04-02,2024-12-13,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00047,etc,null,1
MANA-DOC-2024-00044,KP,Prevent nonconformity,275/35R21W XL IH01AT(KT1033703) 양산 전 부적합 개선 검토 요청,Reject(Final Approval),Complete,21500066,2024-04-02,2024-08-29,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00044,Mold,LS : RPB + 10mm 추가 가공 요청,1
MANA-DOC-2024-00048,CP,Cost Optimization,福特规格硫化适正,Complete,Complete,81101843,2024-04-02,2024-05-23,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00048,etc,null,1
MANA-DOC-2024-00040,TP,Prevent nonconformity,"TP] Honda 18"" HRV (1025719- 225/55R18H 04 H436 LBAJ) Sidewall Profile Change request",Complete,Complete,41600050,2024-03-30,2025-01-17,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00040,Profile,Optimized 3 locations on the Sidewall Profile,1
MANA-DOC-2024-00042,TP,Prevent nonconformity,TP] Nissan Frontier 17in (1026491 - 265/70R17S 04 RF11 LBAN) Sidewall Profile Change request,Complete,Complete,41600050,2024-03-30,2025-01-17,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00042,Profile,Optimized 3 locations on the Sidewall Profile,1
MANA-DOC-2024-00041,TP,Prevent nonconformity,TP] Nissan Frontier 16in (1025247- P265/70R16T 04 RH12 LBAN) Sidewall Profile Change request,Complete,Complete,41600050,2024-03-30,2025-01-17,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00041,Profile,Optimized 4 locations on the Sidewall Profile,1
MANA-DOC-2024-00039,TP,Prevent nonconformity,TP] Honda HRV 17in (1025718 - 215/60R17H 04 H436 LBAJ) Sidewall Profile Change request,Complete,Complete,41600050,2024-03-30,2025-01-17,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00039,Profile,Optimized 4 locations on the Sidewall Profile,1
MANA-DOC-2024-00038,JP,Prevent nonconformity,Benz V214 Rim污染改善,Complete,Complete,81704948,2024-03-29,2024-04-22,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00038,Profile,S/W Width：15/10/13/12→15/15/13/12    S/W Ga.：2.5/2.3/0.5→2.3/2.3/0.5,1
MANA-DOC-2024-00033,TP,Prevent nonconformity,TP) GM Equinox (1024217 - 235/50R19H 04 H436 LBAG) Split IL -> two full cover IL (0.9/0.5) request,Complete,Complete,41600050,2024-03-28,2025-01-17,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00033,I/L,Split IL -> two full cover IL (0.9/0.5) ,1
MANA-DOC-2024-00036,TP,Prevent nonconformity,TP) Infiniti QX60 (1025265 - 255/50R20H 04 RA33 LBAN) Split IL -> two full cover IL (0.9/0.5) request,Reject(Final Approval),Complete,41600050,2024-03-28,2025-01-06,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00036,I/L,Split IL -> two full cover IL (0.9/0.5),1
MANA-DOC-2024-00037,TP,Cost Optimization,TP) Honda CRV (1024990 - 235/60R18H 04 H436 HD) S22 -> S24 (No Profile Change),Reject(Final Approval),Complete,41600050,2024-03-28,2025-01-06,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00037,Profile,Compound change from S22 to S24 (no change in gauge),1
MANA-DOC-2024-00035,TP,Prevent nonconformity,TP) Nissan Pathfinder (1026444 - 255/50R20H 04 RA33 LBAJ) Split IL -> two full cover IL (0.9/0.5) request,Complete,Complete,41600050,2024-03-28,2025-03-10,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00035,I/L,Split IL -> two full cover IL (0.9/0.5) ,1
MANA-DOC-2024-00031,JP,Cost Optimization,JP)C11 1035082 68DH→68AH 方式扩散变更,Complete,Complete,81703216,2024-03-26,2024-04-02,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00031,Curing,硫化低温→高温：68DH→68AH,1
MANA-DOC-2024-00032,KP,Prevent nonconformity,KP TBR Tread Wing 찢김 개선 Minor Change,Complete,Complete,21603100,2024-03-26,2025-01-07,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00032,Profile,"KP TBR Tread Wing 찢김 개선 Tread Profile Minor Change(Wing부 Ga., Width 변경)",3
MANA-DOC-2024-00030,JP,Cost Optimization,JP)C11 1035082 68DH→68AH 方式扩散变更,Reject(Request),Complete,81703216,2024-03-25,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00030,Curing,硫化低温→高温 68DH→68AH,1
MANA-DOC-2024-00029,IP,Prevent nonconformity,"OE Mitsubishi 5H45 K135 225/50R18V Request to change spec for improvement of LRC, LS",Complete,Complete,20700071,2024-03-19,2025-01-06,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00029,Mold,"Additional AVH on B/F and C/C edge area → Pre-application (LRC, LS Effect 33.6→9.6%)",1
MANA-DOC-2024-00029,IP,Prevent nonconformity,"OE Mitsubishi 5H45 K135 225/50R18V Request to change spec for improvement of LRC, LS",Complete,Complete,20700071,2024-03-19,2025-01-06,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00029,Building Set,request PA width realization (628→636mm),1
MANA-DOC-2024-00029,IP,Prevent nonconformity,"OE Mitsubishi 5H45 K135 225/50R18V Request to change spec for improvement of LRC, LS",Complete,Complete,20700071,2024-03-19,2025-01-06,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00029,Profile,"Sidewall Ga. Up for LRC, LS",1
MANA-DOC-2024-00028,DP,Prevent nonconformity,KMC_Soul_1019653_K435 205/60R16H LBTHK (SC부적합개선),Complete,Complete,21603090,2024-03-14,2024-11-01,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00028,I/L,Inner Liner (C31) Ga.+0.1mm ,1
MANA-DOC-2024-00028,DP,Prevent nonconformity,KMC_Soul_1019653_K435 205/60R16H LBTHK (SC부적합개선),Complete,Complete,21603090,2024-03-14,2024-11-01,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00028,Profile,S/W Ga.3Step ( 2.3 →2.8(+0.5mm) / 5.0 → 5.3 (+0.3mm) / 4.6 →4.9 (+0.3mm) ),1
MANA-DOC-2024-00028,DP,Prevent nonconformity,KMC_Soul_1019653_K435 205/60R16H LBTHK (SC부적합개선),Complete,Complete,21603090,2024-03-14,2024-11-01,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00028,Building Set,+2mm (404→406mm),1
MANA-DOC-2024-00027,JP,Cost Optimization,JP)ID3 1026978 CE02→CA02 方式扩散变更,Complete,Complete,81703216,2024-03-13,2024-03-26,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00027,Curing,硫化低温→高温:CE02→CA02,1
MANA-DOC-2024-00026,KP,Facility malfunction,KP 295/75R22.5 14PR AH24 외 2규격 T2→T1 이관을 위한 Tread Profile 변경,Complete,Complete,21601364,2024-03-13,2024-04-03,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00026,Profile,"KP T2→T1 이관을 위한 Tread Profile 변경 (Ga 변경사항 없음, Wing부 Cap Tread Comp'd 변경 적용)",3
MANA-DOC-2024-00024,JP,Cost Optimization,JP）ID3 1026978 CE02→CA02 方式扩散变更,Reject(Request),Complete,81703216,2024-03-12,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00024,Curing,硫化低温→高温：CE02→CA02,1
MANA-DOC-2024-00022,MP,Cost Optimization,Request to approve rayon carcass change from S3 to S2,Complete,Complete,20900217,2024-03-04,2024-03-05,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00022,C/C,"R1650D/2, R2200D/2 (Suepr3 → Super2)",42
MANA-DOC-2024-00023,KP,Cost Optimization,RR 하한 NG 규격 개선 (1025277 : 195/45R16H XL K125 H),Complete,Complete,20700204,2024-03-04,2024-03-26,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00023,Curing,63DH 930 →  68KF 744,1
MANA-DOC-2024-00022,null,Cost Optimization,Request to approve rayon carcass change from S3 to S2,Complete,Complete,20900217,2024-03-04,2024-03-05,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00022,C/C,"R1650D/2, R2200D/2 (Suepr3 → Super2)",1
MANA-DOC-2024-00019,DP,Prevent nonconformity,"RR 하한 NG로 인한 승온 요청 (205/60R16H 04 K435 LBTHK, SK3)",Reject(Final Approval),Complete,21200031,2024-02-08,2024-11-11,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00019,Curing,68AH → 78AH 승온 검토 필요,1
MANA-DOC-2024-00020,DP,Improve Quality,"235/45R18V 04 H452 LBTHK, SK3 RRC 하한에 의한 승온 요청의 건",Reject(Final Approval),Complete,21200031,2024-02-08,2024-11-11,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00020,Curing,68AH (168℃) → 78AH (178℃) 승온 검토 요청,1
MANA-DOC-2024-00017,KP,Cost Optimization,Cost Reduction ,Complete,Complete,20700204,2024-01-31,2024-05-20,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00017,Curing,63KF 982 → 68KF 946,1
MANA-DOC-2024-00018,HP,Prevent nonconformity,关于 “ HP 8 OE规格真空CTR作用扩散承认 ” 的邀请,Complete,Complete,81100266,2024-01-31,2024-02-01,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00018,Mold,真空示方发行 & 真空Mold改造促进,8
MANA-DOC-2024-00014,KP,Cost Optimization,Cost Reduction,Reject(Final Approval),Complete,20700204,2024-01-31,2024-07-11,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00014,Curing,68AH 660 → 78AH 630,1
MANA-DOC-2024-00015,KP,Cost Optimization,Cost Reduction,Complete,Complete,20700204,2024-01-31,2024-04-05,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00015,Curing,60DH1038 → 63KF828,1
MANA-DOC-2024-00016,KP,Cost Optimization,Cost Reduction,Complete,Complete,20700204,2024-01-31,2024-04-18,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00016,Curing,63KF842 → 68AH746,1
MANA-DOC-2024-00013,KP,Cost Optimization,Cost reduction,Complete,Complete,20700204,2024-01-31,2024-03-26,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00013,Curing,63DH 1000 → 68KF 814,1
MANA-DOC-2024-00012,MP,Cost Optimization,MP) OE curing temp. change request for curing cycle time (4sizes),Complete,Complete,21600082,2024-01-30,2024-02-27,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00012,Curing,Request to change curing temp.,4
MANA-DOC-2024-00008,HP,Prevent nonconformity,	关于 “ HP 8 OE规格真空CTR作用扩散承认 ” 的邀请,Reject(Final Approval),Complete,81100266,2024-01-30,2024-01-31,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00008,Mold,真空示方发行及真空Mold改造 承认促进,8
MANA-DOC-2024-00010,MP,Cost Optimization,Tesla curing cycle time improvement,Reject(Request),Complete,21600082,2024-01-30,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00010,Curing,CE01 (168º) → CE09 (178º),1
MANA-DOC-2024-00007,null,Prevent nonconformity,关于 “ HP 8 OE规格真空CTR作用 扩散承认 ” 的邀请,Reject(Request),Complete,81100266,2024-01-30,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00007,Mold,真空Mold改造 & 真空示方发行,1
MANA-DOC-2024-00007,HP,Prevent nonconformity,关于 “ HP 8 OE规格真空CTR作用 扩散承认 ” 的邀请,Reject(Request),Complete,81100266,2024-01-30,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00007,Mold,真空Mold改造 & 真空示方发行,7
MANA-DOC-2024-00006,JP,Cost Optimization,JP)1025902 225/50R18H K127A CD (VW Tharu) 60DH→68DH 硫化生产性向上,Complete,Complete,81703216,2024-01-30,2024-02-27,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00006,Curing,1.硫化低温→高温：60DH→68DH,1
MANA-DOC-2024-00001,TP,Prevent nonconformity,TP] Honda CRV 18in (1024990 - 235/60R18H 04 H436 LBHD) Sidewall Profile Change request,Complete,Complete,41600050,2024-01-26,2024-03-27,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00001,Profile,Optimized 4 spots on the Sidewall Profile,1
MANA-DOC-2024-00000,KP,Prevent nonconformity,KP 11R22.5 Air入 부적합 개선을 위한 Filling Sheet 폭 변경,Reject(Request),Complete,21603100,2024-01-09,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00000,etc,Filling Sheet Width 170mm → 150mm 변경,1
MANA-DOC-2023-00126,KP,Prevent nonconformity,KP 295/75R22.5 AL21외 6EA규격 HST 개선 BSW 적정화 SPEC 승인 요청 ,Complete,Complete,20700075,2023-12-28,2024-01-25,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00126,Profile,HST 개선 RIC 폭 & Ga. 상향,6
MANA-DOC-2023-00125,KP,Improve Quality,"KP)11R22.5 14,16PR AH24 Shoulder Wedge Profile 변경",Complete,Complete,21601364,2023-12-26,2024-09-06,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00125,etc,Shoulder Wedge부 Ga 최적화를 위한 SHW Profile 변경,2
MANA-DOC-2023-00122,JP,Prevent nonconformity,JP）215/55R18T K127E（VW ID3） BSH improve,Complete,Complete,81703393,2023-12-25,2023-12-25,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00122,Profile,1）T/D step:7/4/7/8/10 to 7/4/8/8/11  2）T/D Ga.:2.5/3.8 to 2.8/4.1,1
MANA-DOC-2023-00122,JP,Prevent nonconformity,JP）215/55R18T K127E（VW ID3） BSH improve,Complete,Complete,81703393,2023-12-25,2023-12-25,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2023-00122,Profile,1）S/W Ga.:2.0/3.8 to 2.3/4.1,1
